question,long_answer,short_answers
who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,N/A,['N/A']
why must one value in every table be unique,N/A,['N/A']
how many seasons of prison break are on netflix,N/A,['N/A']
who swore in the new deputy prime minister of australia,N/A,['N/A']
which of the following major cultural divisions runs through the former yugoslavia,N/A,['N/A']
what was the name of atom bomb dropped by usa on hiroshima,N/A,['N/A']
when did the us take over wake island,N/A,['N/A']
when did american two party system began to emerge,N/A,['N/A']
who is the number one ranked golfer in the world right now,N/A,['N/A']
definition of ancestral property under hindu succession act,N/A,['N/A']
non-disjunction can occur during either anaphase i or ii,N/A,['N/A']
euromillions do you get anything for 2 lucky stars,N/A,['N/A']
the fdic is an insurance agency that is supported by the government in the united states,N/A,['N/A']
who has the oldest team in the nba,N/A,['N/A']
where are the mitochondria located in the sperm,N/A,['N/A']
the line broke the monkey got choked song lyrics,N/A,['N/A']
who are the characters in the black cat,N/A,['N/A']
these were the nations united against the axis powers during world war ii,N/A,['N/A']
a b c d e f grading system,N/A,['N/A']
how many lines of symmetry are there in a equilateral triangle,N/A,['N/A']
give me a list of katy perry songs,N/A,['N/A']
how many seasons of the oc are there,N/A,['N/A']
is the chassis number and vin the same,N/A,['N/A']
latest season on keeping up with the kardashians,N/A,['N/A']
when was the last time america hosted the summer olympics,N/A,['N/A']
what is an acceptable three letter abbreviation for phenylthiocarbamide,N/A,['N/A']
how old is mr feeny from boy meets world,N/A,['N/A']
who sang the superbowl national anthem in 2017,N/A,['N/A']
how dose the poet present death as a voyage in crossing the bar,N/A,['N/A']
who were farmers who kept a small portion of their crops & gave the rest to the landowners,N/A,['N/A']
what is pumped up kicks the song about,N/A,['N/A']
2. what are the reasons states impose protectionists policies on other countries,N/A,['N/A']
where are they building the new raiders stadium,N/A,['N/A']
who plays timon in lion king on broadway,N/A,['N/A']
which of the following is not an example of the rna processing that occurs in eukaryotes,N/A,['N/A']
when will the next episode of flash be aired,N/A,['N/A']
i wanna hold your hand the beatles,N/A,['N/A']
when did the us not go to the olympics,N/A,['N/A']
different kinds of festivals in the philippines with pictures,N/A,['N/A']
who played the doctor in band of brothers,N/A,['N/A']
greatest number of military deaths in world war ii,N/A,['N/A']
what event provoked congress to propose the eleventh amendment and the states to ratify it,N/A,['N/A']
does joe die in the purge election year,N/A,['N/A']
who used to be on good morning america,N/A,['N/A']
what is the meaning of the name comanche,N/A,['N/A']
list of celebrities in nba all star game,N/A,['N/A']
who has scored the most tries in rugby union,N/A,['N/A']
description of helena in a midsummer night's dream,N/A,['N/A']
who do you meet at the gates of heaven,N/A,['N/A']
who's got the last laugh now frank sinatra,N/A,['N/A']
where is the world series being held at this year,N/A,['N/A']
return on average assets vs return on assets,N/A,['N/A']
what are bulls used for on a farm,N/A,['N/A']
is spain the second largest country in europe,N/A,['N/A']
difference between single layer perceptron and multilayer perceptron,N/A,['N/A']
what are the joyful mysteries of the holy rosary,N/A,['N/A']
what is the meaning of the dragon boat festival,N/A,['N/A']
when does stefan turn his humanity back on in season 8,N/A,['N/A']
who is edmund on days of our lives,N/A,['N/A']
what is the baby elephants name in jungle book,N/A,['N/A']
i want to be with you everywhere song,N/A,['N/A']
@c has to buy you a pizza,N/A,['N/A']
what degree is a crock pot on low,N/A,['N/A']
when does the new episode of black clover come out,N/A,['N/A']
royal society for the protection of birds number of members,N/A,['N/A']
when was theme from a summer place released,N/A,['N/A']
what is the stock symbol for mars candy,N/A,['N/A']
when does jenny humphrey come back to gossip girl,N/A,['N/A']
when did athens emerges as wealthiest greek city state,N/A,['N/A']
why does king from tekken wear a mask,N/A,['N/A']
what were two consequences of the french colonization of haiti,N/A,['N/A']
how does top of the lake season 1 end,N/A,['N/A']
who sings war don't let me down,N/A,['N/A']
when do other cultures celebrate the new year,N/A,['N/A']
when do meredith and derek get back together after season 1,N/A,['N/A']
what color is the cue ball in pool,N/A,['N/A']
who invented the frisbee and how did it get its name,N/A,['N/A']
which of the following was not one of the roman senates powers in the early days,N/A,['N/A']
who plays v on orange is the new black,N/A,['N/A']
who plays the characters in yo gabba gabba,N/A,['N/A']
name three large lakes other than the great lakes in the united states,N/A,['N/A']
how long prime minister stay in office canada,N/A,['N/A']
where was the movie jeremiah johnson filmed at,N/A,['N/A']
civil and criminal procedure code of bhutan 2001,N/A,['N/A']
put on side 1 of led zeppelin 4,N/A,['N/A']
federal application for student aid (fafsa) is true,N/A,['N/A']
on earth as it is in heaven bible verse,N/A,['N/A']
when does grey's anatomy come back on in march,N/A,['N/A']
when do willow and tara get back together,N/A,['N/A']
why did european countries give up their colonies in southeast asia,N/A,['N/A']
do all private schools have uniforms in america,N/A,['N/A']
prime minister of india appointed under which article,N/A,['N/A']
who performed the first c section in 1794,N/A,['N/A']
around the world in 80 days raj kapoor,N/A,['N/A']
what does the song i built a friend mean,N/A,['N/A']
who sang in the movie i walk the line,N/A,['N/A']
where did aeneas go when he left carthage,N/A,['N/A']
when does the new season of lost in space come out,N/A,['N/A']
when was english ivy introduced to the us,N/A,['N/A']
when was the last time easter was on april 17,N/A,['N/A']
who are involved in selling product of mutual fund and insurance,N/A,['N/A']
the maine the rough riders yellow press san juan hill,N/A,['N/A']
de donde es el area 625 en mexico,N/A,['N/A']
when was the last time the military drafted,N/A,['N/A']
where was the capital of the habsburg empire located,N/A,['N/A']
here i go again i hear those trumpets blow again lyrics,N/A,['N/A']
who plays general hux in the last jedi,N/A,['N/A']
what happened to the brother in the accountant,N/A,['N/A']
who has become the first woman chairman of indian bank association,N/A,['N/A']
telegraphic speech is most closely associated with the ____ stage of laguage,N/A,['N/A']
what's the difference between a regiment and a brigade,N/A,['N/A']
what is the longest panic at the disco song title,N/A,['N/A']
when were the winnie the pooh books written,N/A,['N/A']
where does the electron transport chain pumps protons,N/A,['N/A']
who played tom on as the world turns,N/A,['N/A']
who wrote the theme song for mission impossible,N/A,['N/A']
modern human beings in the upper paleolithic/late stone age,N/A,['N/A']
which statement provides the most accurate description of u.s foreign policy in the 1800s,N/A,['N/A']
what's the point of having a belly button,N/A,['N/A']
leading economic indicators include which of the following,N/A,['N/A']
how long does it take to get through ohio on i 75,N/A,['N/A']
where is the slide placed on the microscope,N/A,['N/A']
wolf of wall street number of f words,N/A,['N/A']
who was considered one of the greatest sailors during the history of early china,N/A,['N/A']
where was the flag placed on the moon,N/A,['N/A']
where do i go to get a concealed carry permit,N/A,['N/A']
when did you have to have a driver's license,N/A,['N/A']
when was the seat moved to the capitol,N/A,['N/A']
who has participated in the most super bowls,N/A,['N/A']
worldchanging revised edition a user's guide for the 21st century pdf,N/A,['N/A']
how far is skipper's virginia from here,N/A,['N/A']
what is the next comet to pass earth,N/A,['N/A']
when is chinese new year and what year is it,N/A,['N/A']
what kind of vw jetta do i have,N/A,['N/A']
what's on each level of the eiffel tower,N/A,['N/A']
malcom in the middle season 1 episode 3,N/A,['N/A']
will there be a max steel season 2,N/A,['N/A']
around the world in 80 days book pages,N/A,['N/A']
when do sandhill cranes lay eggs in florida,N/A,['N/A']
who starred in the remake of true grit,N/A,['N/A']
when was the first cell phone call made,N/A,['N/A']
the simpsons treehouse of horror married to the blob,N/A,['N/A']
how many students attend university of texas at austin,N/A,['N/A']
when does isle of dogs come out in us,N/A,['N/A']
where does the tv show bellvue take place,N/A,['N/A']
which country has won maximum number of gold medal in asian game 2014,N/A,['N/A']
who played the daughters in last man standing,N/A,['N/A']
when's the last time the bears were in the super bowl,N/A,['N/A']
how old is rainbow dash in my little pony,N/A,['N/A']
a justice of the supreme court may write a dissenting opinion to,N/A,['N/A']
when does the new gotham season come out,N/A,['N/A']
a description of the history and meaning of the 1st amendment,N/A,['N/A']
male names in the bible that start with c,N/A,['N/A']
who named all the animals in the world,N/A,['N/A']
how long do nhl players stay on waivers,N/A,['N/A']
what year did the price is right first air,N/A,['N/A']
who stepped out of the dithyrambic chorus to become the first actor,N/A,['N/A']
when did the not in this lifetime tour start,N/A,['N/A']
squid are members of what phylum and what class,N/A,['N/A']
who sings jungle book i wanna be like you,N/A,['N/A']
us aid to south korea after korean war,N/A,['N/A']
here we go around the mulberry bush film,N/A,['N/A']
which best describes timbuktu under the mali empire,N/A,['N/A']
identify the order of greek architecture pictured here,N/A,['N/A']
how many roles did an actor have in a play,N/A,['N/A']
who sings two pints of lager and a packet of crisps,N/A,['N/A']
where are the blueprints for creating a person stored and communication,N/A,['N/A']
in which of the following techniques is the print pulled from a slab of limestone,N/A,['N/A']
when did the apple iphone se come out,N/A,['N/A']
where do they put the tomb vampires in order to burn them during founders day,N/A,['N/A']
red and white flag with circle of stars,N/A,['N/A']
what government structure did the aztec and inca have in common,N/A,['N/A']
which government had more power under the articles of confederation,N/A,['N/A']
who had a cousin who was a strong supporter for independence,N/A,['N/A']
who played junior on in the heat of the night,N/A,['N/A']
